Name,Dominant Discipline,Alcohol Sales,Location,loacation,Address
Temple of Cairo,Service/Supply,,47.624282,-122.325052,507 E Mercer Seattle WA 98102
University of Washington Department of Architecture,Arts/Cultural Training or Education,,47.6562474,-122.3092754,Gould Hall Seattle WA 98195
FRED Wildlife Refuge,Multi-use,Y,47.6219768,-122.3230383,127 Boylston Ave E Seattle WA 98102
University of Washington Communications Building,Education,,47.657048,-122.305271,Seattle WA 98105
IsGood Woodworks,Arts/Cultural Training or Education,,47.560593,-122.338676,4660 E Marginal Way S #7 Seattle, WA 98134
Royal Room,Music,Y,47.556924,-122.2843057,5000 Rainier Ave S Seattle WA 98118
Southeast Seattle Senior Center,Community Center,N,47.542263,-122.273064,4655 S. Holly Street
Prographica Gallery,Visual,N,47.6182086,-122.2880059,3419 E Denny Way Seattle WA 98122
Georgetown Records and Fantagraphics Books,Music,N,47.5490859,-122.3169537,1201 S Vale St Seattle WA 98108
Design Commission Gallery,Multi-use,N,47.6010176,-122.3297496,310 South Washington St Seattle WA 98104
Greenwood Violin Studio,Arts/Cultural Training or Education,,47.723804,-122.347351,13000 Linden Ave N Seattle WA 98133
Blick Art Materials,Service/Supply,,47.6121708,-122.319849,1600 Broadway Ct Seattle, WA 98122
Elliott Bay Book Company,Literary,Y,47.6146657,-122.3196776,1521 10th Ave Seattle WA 98122
Emerald City Fired Arts Studio and Gallery,Visual,Y,47.572998,-122.294708,3333 Rainer Ave S Suite A Seattle WA 98144
501 Commons,Arts/Cultural Administration or Advocacy,,47.6236732,-122.3590953,510 2nd Ave W Seattle WA 98119
Gallery Mack's Art Connection,Arts/Cultural Training or Education,,47.611458,-122.344795,2100 Western Ave Seattle WA 98121
Byrd Barr Place,Service/Supply,N,47.608774,-122.308532,722 18th AVE
Washington Hall,Multi-use,Y,47.60284,-122.3145874,153 14th Ave Seattle WA 98122
The Comic Stop U District,Literary,,47.66127,-122.314006,1307 NE 45th St Seattle WA 98105
Canvas Paint & Sip,Service/Supply,,47.650017,-122.349812,3418 Fremont Ave N Seattle WA 98103
Hengda Dance Academy,Arts/Cultural Training or Education,N,47.5972693,-122.321963,815 S Weller St Seattle WA 98104
Northwest Art & Frame,Service/Supply,,47.5601782,-122.387154,4733 California Ave SW Seattle WA 98116
Foster White Gallery,,,47.600251,-122.329894,220 3rd Ave S
Hugo House,Literary,Y,47.6162473,-122.3178798,1634 11th Ave Seattle WA 98122
Ballard NW Senior Center,Community Center,Y,47.668369,-122.398666,5429 32nd NW Seattle WA 98107
The Good Arts Building,,,47.602817,-122.334105,110 Cherry St
Da Projectz Music Recording Studio,Studios,,47.601212,-122.33522,114 Alaskan Way South Suite 103 Seattle, WA 98104
MadArt,Visual,Y,47.6217088,-122.3389018,325 Westlake Ave N Seattle WA 98109
Vachon Gallery,Performance,Y,47.61205715,-122.3191481,1000 E. Madison St Seattle WA 98122
Moksha,Multi-use,N,47.662073,-122.31303,4542 NE University Way
Studio 103,,,47.601093,-122.329817,306 S Washington St
Seattle PI/Hearst Media Services,Service/Supply,,47.618217,-122.35183,2901 3rd Ave Ste 120 Seattle WA 98121
Kinsey Gallery,Visual,Y,47.6100596,-122.3163837,824 12th Ave Seattle WA 98122
The Studios,Multi-use,N,47.6127204,-122.3378104,1801 5th Avenue Seattle, WA 98101
Seattle Center Pacific Science Center,Arts/Cultural Training or Education,Y,47.61941385,-122.3508085,200 2nd Ave N Seattle WA 98109
Paper Source,Service/Supply,,47.661911,-122.284111,2606 NE 46th St Seattle WA 98105
Seattle ReCreative,Service/Supply,Y,47.690174,-122.354958,8408 Greenwood Ave N Seattle WA 98103
Skylark Cafe & Club,Performance,Y,47.5700038,-122.3625235,3803 Delridge Way SW Seattle WA 98106
Belltown Ballet & Conditioning Studio,Arts/Cultural Training or Education,N,,,2306 4th Avenue
The Bush School Speaker Series,Performance,,47.622829,-122.28698,3400 East Harrison St Seattle, WA 98112
Fuzzy Lounge Recording,Studios,,47.560037,-122.385507,4742 42nd Ave SW #617 Seattle WA 98116
University of Washington Odegard Undergraduate Library,Education,,47.656479,-122.311352,4060 George Washington Lane NE Seattle WA 98195
Windows Art Gallery,Multi-use,Y,47.6575835,-122.344895,4131 Woodland Park Ave N Seattle WA 98103
Laundry Room Studio,Service/Supply,,,,
Keys on Main,Music,,47.6253458,-122.3561735,11 Roy St Seattle WA 98109
Seattle ArtREsource (CLOSED),Visual,N,47.6024431,-122.3344096,625 1st Ave #200 Seattle WA 98104
Thunder Road Guitars,Service/Supply,,47.568764,-122.386375,3916 California Ave SW Seattle WA 98116
Sound Guitar Repair,Service/Supply,,47.652184,-122.356773,118 N. 35th St #105 Seattle WA 98103
Spectrum Dance Theater,Performance,N,47.610049,-122.282632,800 Lake Washington Blvd Seattle WA 98122
MIA Gallery,Visual,Y,47.6066246,-122.3369157,1203 2nd Ave Seattle WA 98101
Hall Spassov Gallery,Visual,N,47.627403,-122.347137,319 3rd Avenue S Seattle WA 98104
Rain City Rock Camp for Girls,Music,N,47.6044443,-122.3074673,300 19th Ave Seattle WA 98122
Living Computer Museum,Arts/Cultural Training or Education,,47.5825204,-122.334653,2245 1st Ave S Seattle WA 98134
University Book Store,Literary,Y,47.6604253,-122.3128269,4326 University Way NE Seattle WA 98105
Revolution Books,Literary,N,47.600887,-122.334482,89 S Washington St Seattle WA 98104
Pacific Fabrics and Crafts,Service/Supply,,47.582653,-122.328331,2230 4th Ave S Seattle WA 98134
Seattle Center/Center House Theatre,Performance,N,47.62056855,-122.350491,305 Harrison St Seattle WA 98109
METHOD Gallery,Visual,N,47.601458,-122.330209,106 Third Ave S
Vignettes Gallery at El Capitan Apartments,Visual,,47.615807,-122.328384,1617 Yale Ave Seattle WA 98122
SoDo MakerSpace,Studios,,47.585333,-122.33327,1914 Occidental Ave S Seattle WA 98134
The Project Room,Multi-use,Y,47.6151596,-122.3147172,1315 E Pine St Seattle WA 98122
Cafe Weekend,Cafe w/ Artist Workshop Space / Book & Zines,N,47.594607,-122.309509,851 Hiawatha Place S. Seattle, Wa 98144
Art Xchange Gallery,Visual,N,47.5979017,-122.3339034,512 1st Ave S Seattle WA 98104
Abmeyer + Wood Fine Art,Visual,N,47.6070478,-122.3364073,1210 2nd Ave Seattle WA 98101
Clearwater Film LLC,Multi-use,N,47.614429,-122.317253,1515 12th Ave Seattle WA 98102
Daniel Smith Art Supplies,Service/Supply,,47.5655555,-122.3336229,4150 1st Ave S Seattle WA 98134
True Love Art Gallery,Visual,Y,47.6149584,-122.3257242,1525 Summit Ave Seattle WA 98122
Avanti Art and Design/Avanti Co-Op Gallery,Visual,N,47.6841406,-122.3555094,7601 Greenwood Ave N #101 Seattle WA 98103
Artspace Mt Baker Lofts,Live/Work,,47.577168,-122.297668,2915 Rainier Avenue S Seattle WA 98144
Cornish College of the Arts,Arts/Cultural Training or Education,Y,47.6088638,-122.3413696,1000 Lenora Street Seattle WA 98121
Fremont Studios,Performance,,47.6514144,-122.3555957,155 N 35th St Seattle WA 98103
Seattle Public Library Southwest,Literary,Y,47.522442,-122.3762926,9010 35th Ave S.W. Seattle WA 98126
Magus Books,Literary,N,47.6584363,-122.312882,1408 NE 42nd St Seattle WA 98105
University of Washington Engineering Library,Education,,47.654649,-122.304544,Engineering Building West Stevens Way NE Seattle WA 98195
Non-Breaking Space,,,47.597447,-122.333684,532 1st Ave S
Inscape Building,Studios,N,47.59511695,-122.3270859,815 Seattle Blvd S Seattle WA 98134
Salsa Con Todo,Performance,N,47.6494509,-122.3481059,750 North 34th St Seattle WA 98103
Beacon Arts and Garden House,Music,Y,47.58176075,-122.3130944,2336 15th Ave S. Seattle WA 98144
Blue Moon Tavern,Performance,,47.6614953,-122.3199004,712 NE 45th St Seattle WA 98105
Fauntleroy Schoolhouse/Fauntleroy Community Service Agency,Community Center,Y,47.521908,-122.388489,9131 California Ave SW Seattle WA 98136
Edge of Glass Gallery,Visual,,47.6513564,-122.3515985,513 N 36th St # H Seattle WA 98103
Gravelvoice,Music,N,,,
Mutiny Bay Studios,Studios,N,47.76992,-122.099212,18008 NE 196th St
The Curious Nest,Service/Supply,,47.668777,-122.295395,2916 NE 55th St Seattle WA 98105
Harvard Exit Theatre (CLOSED),Cinema,,47.6250082,-122.3215822,807 E Roy St Seattle WA 98102
Brooklyn Frame Shop,Service/Supply,,47.664074,-122.314514,4733 Brooklyn Ave NE Seattle WA 98105
Mind Unwind Foundation,Arts/Cultural Training or Education,Y,47.583717,-122.386024,2206A California Ave SW Seattle WA 98116
Youngstown Cultural Arts Center,Multi-use,N,47.56357765,-122.3630304,4408 Delridge Way SW Seattle WA 98106
Horn of Africa Services,Community Center,,47.560077,-122.286461,4714 Rainier Avenue South Suite 105 Seattle WA 98118
Barbara Noonan Fine Art,,,47.60093,-122.32926,312 S Washington St
WordsWest Literary Series,Literary,Y,,,PO BOX 16035 Seattle WA 98116
West of Lenin,Performance,N,47.6524012,-122.3563132,203 N 36th St Seattle WA 98103
Ghost Light Theatricals/The Ballard Underground,Performance,Y,47.6691001,-122.3857909,2220 NW Market Street Lower Level Seattle WA 98107
Seattle Music Partners,Music,N,47.662434,-122.3304744,4533 Sunnyside Ave. N. Seattle WA 98103
Phinney Neighborhood Association,Community Center,N,47.677133,-122.3539896,6532 Phinney Ave N Seattle WA 98103
Dusty Strings,Service/Supply,,47.649744,-122.349798,3406 Fremont Ave N Seattle WA 98103
Sundance Cinemas LLC-Sundance Seattle,Cinema,Y,47.6617428,-122.3180727,4500 9th Ave NE Seattle WA 98105
Pound Arts,Pound Arts has individual artists' spaces, photography studios for rent and a community black and white darkroom.,N,47.612657,-122.319148,1214 10th Avenue
Seattle Center Seattle Children's Museum,Arts/Cultural Training or Education,Y,47.6212523,-122.3509484,Seattle Center 305 Harrison St Seattle WA 98109
STG Moore Theatre,Performance,Y,47.6113032,-122.340846,1932 2nd Ave Seattle WA 98101
Seattle Public Library Green Lake,Literary,Y,47.6814905,-122.3267044,7364 E. Green Lake Dr. N. Seattle WA 98115
Nectar,Music,Y,47.652355,-122.3538429,412 N 36th St Seattle WA 98103
East West Bookshop,Literary,,47.6760768,-122.3170608,6500 Roosevelt Way NE Seattle WA 98115
Reel Grrls,Visual,N,47.6131504,-122.3051798,1409 21st Ave Seattle WA 98122
New City Theater,Performance,Y,47.6131012,-122.3086934,1404 18th Ave Seattle WA 98122
McComb Sound,Studios,,47.582939,-122.333694,2230 1st Ave South Seattle, WA 98134
Illumination Learning Studio,Arts/Cultural Training or Education,N,47.68528,-122.354912,7720 Greenwood Ave N #101 Seattle WA 98103
Serafina,Music,,47.63803,-122.325924,2043 Eastlake Ave E Seattle, WA 98102
Eight and Sand Gallery,Visual,Y,47.550962,-122.318612,5840 Airport Way S Suite 212 Seattle WA 98108
University of Washington Mary Gates Hall,Arts/Cultural Training or Education,,47.657048,-122.305271,Seattle WA 98195
Bill & Melinda Gates Foundation Visitor Center,Arts/Cultural Administration or Advocacy,N,47.622541,-122.34748,440 5th Ave. N Seattle 98109
