Name,Dominant Discipline,Alcohol Sales,Location,loacation,Address
American Dance Institute,Arts/Cultural Training or Education,N,47.6870482,-122.3554887,8001 Greenwood Ave N Seattle WA 98103
Bell & Reed,Service/Supply,,47.601719,-122.330269,15 Prefontaine Pl. S Suite 510 Seattle WA 98104
WaMu Theater,Performance,,47.593601,-122.3334874,1000 Occidental Ave S Seattle WA 98134
Miller Community Center,Community Center,,47.621688,-122.307328,330 19th Ave E Seattle WA 98112
Egan's Ballard Jam House,Performance,,47.6685294,-122.3793357,1707 NW Market St Seattle WA 98107
Treason Gallery,,,47.599454,-122.330651,319 3rd Ave S
Project-106 Professional Artist Studios,Studios,N,,,106 3rd Ave S
Music Center of the Northwest,Music,N,47.698452,-122.346947,901 N 96th St Seattle WA 98103
Everyday Music,Music,,47.614746,-122.319069,1520 10th Ave Seattle WA 98122
Danaca Design,Visual,N,47.6701069,-122.313258,5619 University Way NE Seattle WA 98105
Hyena Culture,,,47.600423,-122.33458,211 1st Ave S
Atlas Theatre,Performance,,47.65066,-122.34989,3509 Fremont Ave N Seattle WA 98103
Seattle Arts & Lectures,Performance,,47.5524608,-122.3317069,205 S Findlay St Seattle WA 98108
University of Washington Jacob Lawrence Gallery,Arts/Cultural Training or Education,,47.6585722,-122.3065403,Art Building Room 132 West Stevens Way NE Seattle WA 98105
Tula's,Performance,Y,47.6136108,-122.3444191,2214 2nd Ave Seattle WA 98121
Macha Monkey Productions,Performance,,47.613483,-122.344756,2222 2nd Ave #200 Seattle WA 98121
Benaroya Hall,Music,Y,47.60812795,-122.3369748,200 University St Seattle WA 98101
Grover Thurston Gallery,Visual,N,47.5994156,-122.3305147,319 3rd Ave S Seattle WA 98104
Seattle Pinball Museum,Arts/Cultural Training or Education,Y,47.5980081,-122.3248662,508 Maynard Ave S Seattle WA 98104
Rainier Valley Historical Society,Heritage,N,47.55786,-122.285888,3710 S Ferdinand Seattle WA 98118
Open Flight Studio,Performance,N,47.6585538,-122.3133686,4205 University Way NE Seattle WA 98105
The Tudor Choir,Music,,47.639149,-122.326256,2225 Eastlake Ave E #103 Seattle WA 98102
University of Washington Samuel E. Kelly Ethnic Cultural Center,Performance,N,47.65492433,-122.3145764,3931 Brooklyn Ave NE Seattle WA 98105
METHOD Gallery,,,47.601378,-122.329965,106 3rd Ave S
Neptune Music Co,Music,,47.66093,-122.314283,4344 Brooklyn Ave NE Seattle WA 98105
STG Paramount Theatre,Performance,Y,47.6132437,-122.331356,911 Pine St Seattle WA 98101
Seattle Public Library Magnolia,Literary,Y,47.64532095,-122.4013599,2801 34th Ave W Seattle WA 98199
Pink Door,Performance,,47.6102805,-122.3424974,1919 Post Alley Seattle WA 98101
Seward Park Clay Studio,Arts/Cultural Training or Education,,47.5494855,-122.2518888,5900 Lake Washington Blvd S Seattle WA 98118
Meadowbrook Community Center,Community Center,,47.705251,-122.290856,10517 35th Ave NE Seattle WA 98125
Tmrw Party,Multi-use,,,,
Green Eileen,Arts/Cultural Training or Education,N,47.558342,-122.284828,4860 Rainier Ave S.
Gallery 110,,,47.601254,-122.330075,110 3rd Ave S
Echo Echo Gallery,Visual,Y,47.6916342,-122.3557113,8537 Greenwood Ave N Seattle WA 98103
On the Boards,Performance,Y,47.6259637,-122.3582053,100 W Roy St Seattle WA 98119
SPLAB (Seattle Poetics LAB),Literary,N,,,9030 Seward Park Av S #213
Rainier Chamber of Commerce & Rainier Chamber Foundation,Community Center,N,47.554125,-122.281108,5290 Rainer Ave S Seattle WA 98118
Seattle Scenic Studios,Service/Supply,,47.58682808,-122.3044908,2105 S Grand St Seattle WA 98144
University of Washington Glenn Hughes Penthouse Theatre,Performance,N,47.658765,-122.3178929,17th Avenue NE and NE 45th St Seattle WA 98145
Glazer's Camera,Service/Supply,,47.622963,-122.341438,433 8th Ave N Seattle WA 98109
Seattle Fandango Project in El Centro De La Raza,Performance,,47.5803398,-122.3112978,2524 16th Ave S Seattle WA 98144
Christian Grevstad Gallery,Visual,,47.5995076,-122.3326934,312 Occidental Ave S Seattle WA 98104
School of Rock West Seattle,Arts/Cultural Training or Education,,47.560926,-122.384098,4701 41st Ave SW Suite 120 Seattle WA 98116
Somali Community Services of Seattle,Community Center,N,47.523941,-122.2762979,8810 Renton Ave South Seattle WA 98118
Kobo at Hibo,Service/Supply,,47.599202,-122.326082,604 S Jackson St Seattle WA 98104
88 Keys Dueling Piano Bar,Music,,47.599537,-122.331978,315 2nd Ave S Seattle WA 98104
Coyote Central,Arts/Cultural Training or Education,Y,47.6081862,-122.3025461,2300 E Cherry St Seattle WA 98122
Julian Peña Gallery,Community Gallery and Studio,N,47.616089,-122.327157,1633 Bellevue Ave, Suite C
ArtFX Studio Gallery,Visual,,47.6513614,-122.3534984,420 N. 35th St. Seattle WA 98103
House Studios,Studios,,47.62178,-122.359718,325 2nd Ave West Seattle WA 98119
Columbia City Gallery SEEDArts,Performance,Y,47.558197,-122.2850094,4864 Rainier Ave S Seattle WA 98118
Regal Meridian 16,Cinema,,47.6117662,-122.3338683,1501 7th Ave Seattle WA 98101
Caravan Gallery-Parlor and Roadside Attractions,Performance,N,,,
University of Washington East Asia Library,Education,,47.6563251,-122.3076233,322 Gowen Hall, Seattle WA 98195
Sand Point Arts & Cultural Exchange,Performance,Y,47.68213235,-122.2632982,7400 Sand Point Way NE Suite 203 S. Seattle WA 98115
Tall's Camera,Service/Supply,,47.7086,-122.32479,401 NE Northgate Way Seattle WA 98125
Leisure Books,Literary,,47.562161,-122.38679,4537 California Ave SW Seattle WA 98116
New West Edition,Studios,,47.6672369,-122.2770498,5142 47th Ave NE Seattle WA 98105
Unified Outreach Youth Arts,Performance,N,47.56452925,-122.3858692,4401 42nd Ave SW Seattle WA 98116
Blowing Sands Glass Studio/Laura Frost Fine Arts Gallery,Visual,,47.671066,-122.373662,5805 14th Ave NW Seattle WA 98107
Greg Thompson Productions,Performance,,47.627329,-122.36935,921 Elliott Ave W Seattle WA 98119
MLK Community Center-Ewajo Dance Center and F.A.M.E.,Community Center,,47.6230082,-122.2907548,3201 E Republican St Seattle WA 98112
Fetherston Gallery (CLOSED),Visual,,47.5514664,-122.3283134,5701 6th Ave S, Seattle WA 98108
University of Washington Meany Hall,Performance,Y,47.655709,-122.310569,4140 George Washington Ln NE, Seattle, WA 98105
Nagomi Tea House,Arts/Cultural Training or Education,,47.5977324,-122.326797,519 6th Ave S #200 Seattle WA 98104
Bulldog News,Literary,N,47.658562,-122.313115,4208 University Way NE Seattle WA 98105
Eclectic Theater Company,Performance,Y,47.6126561,-122.3191571,1214 10th Ave Seattle WA 98122
HeART, the Gallery,Visual,,47.5963028,-122.3338311,570 1st Ave A Seattle WA 98104
Woodland Park Zoo and Stage,Education,Y,47.6684204,-122.350826,601 N 59th St Seattle WA 98103
Ballard Alki Lodge IOOF-Ballard-Alki Lodge #170,Multi-use,N,47.6689407,-122.3793225,1706 NW Market St Seattle WA 98107
Planet Afua,Arts/Cultural Training or Education,,47.5420331,-122.272057,6716 Rainier Ave S Seattle WA 98118
Statix,,,47.601078,-122.33105,210 S Washington St
Cuff Complex,Performance,,47.61456,-122.315534,1533 13th Avenue Seattle WA 98122
Patricia Cameron Gallery (CLOSED),Visual,,47.6207093,-122.3420916,234 Dexter Ave N Seattle WA 98109
Seattle Public Library Beacon Hill,Literary,Y,47.5779867,-122.3114095,2821 Beacon Ave S. Seattle WA 98144
Vermillion Gallery,Visual,Y,47.6144145,-122.3179029,1508 11th Ave Seattle WA 98122
Seattle Public Library Northeast,Literary,Y,47.6778643,-122.2907142,6801 35th Ave NE Seattle WA 98115
Monster Concerts INC DBA STUDIO SEVEN,Music,Y,47.574394,-122.333908,110 S Horton St Seattle WA 98134
Seattle Center SIS Productions/ReAct & Pork Filled Players at Prima Vera Arts Center,Performance,N,47.6190574,-122.3473634,112 5th Ave N Seattle WA 98109
Ostara Group,Arts/Cultural Administration or Advocacy,,47.6803384,-122.3577114,7025 1st Ave NW Seattle WA 98117
Seattle Center Phelps Center PNB Studios & Offices,Arts/Cultural Training or Education,,47.623844,-122.349586,301 Mercer Street Seattle WA 98109
Nancy's Sewing Basket,Service/Supply,N,47.63905,-122.357315,2221 Queen Anne Ave N Seattle WA 98109
Red Eagle Soaring Native Youth Theatre and Daybreak Star Cultural Center,Arts/Cultural Training or Education,Y,47.6576318,-122.4063301,3801 W Government Way Seattle WA 98199
Seattle Public Library International Districtrict/Chinatown,Literary,Y,47.6040236,-122.3309956,1000 4th Ave Seattle WA 98104
Piano Studio Seattle,Arts/Cultural Training or Education,,47.714474,-122.304138,11716 23rd Ave NE Seattle WA 98125
Dr. James W Washington Jr & Mrs. Janie Rogella Washington Foundation,Heritage,N,47.618271,-122.298192,1816 26th avenue seattle wa 98122
SEEDArts Studios,Studios,N,47.551722,-122.278061,5617 Rainier Ave S
Bemis Building,Studios,,47.5900022,-122.3362466,55 South Atlantic St Seattle WA 98134
Seattle Art Museum,Arts/Cultural Training or Education,Y,47.6071955,-122.3382555,1300 1st Ave Seattle WA 98101
Threshold Gallery at Mithun,Visual,,47.605053,-122.340225,1201 Alaskan Way #200 Seattle WA 98101
Kennelly Keys Music,Service/Supply,,47.707703,-122.323263,10720 5th Ave NE Seattle WA 98125
Seattle Conservatory of Music,Performance,N,47.656517,-122.342033,4038 Stone Way N Seattle WA 98103
Seattle Weekly,Service/Supply,,47.599701,-122.33065,307 3rd Ave S Second Floor Seattle WA 98104
Oberloh Woodwind and Brass Works,Service/Supply,,47.721649,-122.345955,958 N 127th St #A Seattle WA 98133
SPACE 101.1 FM,Music,N,47.68216,-122.263301,7400 Sand Point Way, Bldg 138-N
Seattle Indian Center,Arts/Cultural Administration or Advocacy,,47.597092,-122.317932,611 12th Ave S Suite 300 Seattle WA 98144
Mercer Street Books,Literary,,47.624592,-122.356451,7 Mercer St Seattle WA 98109
Comics Dungeon,Visual,N,47.661356,-122.3248,319 NE 45th St Seattle WA 98105
Voda Studios,Performance,,47.654404,-122.370996,1050 W Nickerson St Seattle WA 98119
Slim's Last Chance,Music,,47.5524847,-122.3339033,5606 1st Ave S Seattle WA 98108
A Gallery,,,47.599789,-122.3334,117 S Main St
Cafe Nordo,Performance,Y,47.60004,-122.333781,109 S. Main St Seattle WA 98104
Purlieu Hall,Heritage,,47.59922,-122.333919,102 S Jackson St Seattle WA 98104
Ark Lodge Cinemas,Cinema,N,47.559012,-122.285612,4816 Rainer Ave South Seattle WA 98118
Superior Audio Service,Music,N,47.6612543,-122.3656412,645 NW 45th St Seattle WA 98107
International Drop-In Center,Community Center,,47.536369,-122.293419,7301 Beacon Ave S Seattle WA 98108
North Seattle Chamber of Commerce/Lake City Community Center,Community Center,N,47.7203793,-122.2979988,12531 28th Ave. NE Seattle WA 98125
RxsRKives Studio,Visual,N,,,
Canlis Glass,Visual,N,47.6182617,-122.3577413,3131 Western Ave #329 Seattle WA 98121
Baas Framing Studio & The Madison Art Collective,Visual,N,47.622675,-122.297416,2703 E Madison Seattle WA 98112
C Art Gallery in Artspace Hiawatha Lofts,Visual,N,47.594554,-122.3095312,855 Hiawatha Pl S Seattle WA 98144
High Dive,Music,,47.6513564,-122.3515985,513 N 36th St Seattle WA 98103
Electric Tea Garden (CLOSED),Music,,47.6143,-122.3139168,1402 E Pike St Seattle WA 98122
Black Power Unlimited DBA Cypher Cafe, formerly Hidmo Cypher,Arts/Cultural Training or Education,N,47.602844,-122.314563,153 14th Ave
Emerald City Trapeze,Arts/Cultural Training or Education,,47.579594,-122.3255672,2702 6th Ave South Seattle WA 98134
The Art Study,Visual,,47.6626739,-122.2991137,4630 NE Village Ln, Seattle, WA 98105
18th & Union,Performance,Y,47.613105,-122.308606,1406 18th Avenue
World Beads Capitol Hill,Service/Supply,,47.62033,-122.320908,233 Broadway E Seattle WA 98102
Form/Space Atelier,Visual,N,,,98 Clay St
Seattle Center McCaw Hall,Performance,Y,47.6239543,-122.3507651,321 Mercer St Seattle WA 98109
Humanities Washington,Arts/Cultural Administration or Advocacy,N,47.6134869,-122.3144433,1015 8th Ave. N., Suite B Seattle WA 98109
The Drum Exchange,Service/Supply,,47.661797,-122.340996,4501 Interlake Ave N Seattle WA 98103
Daybreak Star Cultural Center,Community Center,,47.65168,-122.402069,3801 Bernie Whitebear Way Seattle WA 98199
Northwest Puppet Center/ Carter Family Marionettes Maple Leaf,Performance,Y,47.69556835,-122.3124687,9123 15th Ave NE Seattle WA 98115
Glass Eye Studio,Service/Supply,,47.656467,-122.364128,600 NW 40th Street Seattle WA 98107
Washington State Arts Alliance,Arts/Cultural Administration or Advocacy,,47.6115947,-122.3252001,1204 Minor Ave Seattle WA 98101
Peter Miller Books,Visual,N,47.614293,-122.346108,2326 2nd Ave Seattle WA 98121
Seattle Metropolitan,Service/Supply,,47.605728,-122.339195,1201 Western Ave Suite 425 Seattle WA 98101
Storum Jewish Community Center,Community Center,,47.68667,-122.299241,2618 NE 80th St Seattle WA 98115
Kings Hall,Performance,I don't know.,47.5681098,-122.2973139,2929 27th Ave South Seattle WA 98118
Pony,Music,,47.613079,-122.315788,1221 E Madison St Seattle WA 98122
Seattle Public Library Douglas-Truth,Literary,Y,47.601907,-122.3017753,2300 E Yesler Way Seattle WA 98122
Paint the Town,Arts/Cultural Training or Education,,47.6604,-122.280525,4611 Village Court NE Seattle WA 98105
Studio Litho,Studios,,47.668137,-122.362778,348 NW 54th St Seattle WA 98107
The Ballet Studio,Studios,N,47.6628472,-122.3127576,4556 University Way NE Seattle WA 98105
Ravenna Third Place Books,Literary,N,47.675988,-122.306571,6504 20th Ave. NE Seattle WA 98115
Seattle Office of Arts & Culture,Arts/Cultural Administration or Advocacy,N,47.60501625,-122.3295729,701 5th Avenue Ste 1766
Singles Going Steady,Music,,47.613453,-122.345268,2219 2nd Ave Seattle WA 98121
University of Washington Q Center,Arts/Cultural Training or Education,N,47.650349,-122.307216,HUB 315, University of Washington, Seattle, WA 98195
Wikstrom Gallery,Visual,,47.6683879,-122.3339953,5411 Meridian Ave. N. Seattle WA 98103
Victory Studios,Multi-use,N,47.6402468,-122.3766398,2247 15th Ave W Seattle WA 98119
Gay City Health Project,Performance,Y,47.613796,-122.324783,517 East Pike St Seattle WA 98122
Landmark Seven Gables Theatre,Cinema,,47.6647555,-122.3177085,911 NE 50th St Seattle WA 98105
St. Paul's Episcopal Church,Multi-use,N,47.6252101,-122.3559613,15 Roy St Seattle WA 98109
Sea Monster Lounge,Music,Y,47.6614929,-122.3322973,2202 N 45th St Seattle WA 98103
Azuma Gallery,Visual,,47.5975149,-122.3339613,530 1st Ave South Seattle WA 98104
Lisa Harris Gallery,Visual,N,47.6083293,-122.3408128,1922 Pike Pl Seattle WA 98101
Nupasa Art Studio & Gallery,Visual,,47.552562,-122.320193,5539 Airport Way S Seattle WA 98108
Longhouse Media,Multi-use,N,47.614429,-122.317253,1515 12th Ave Seattle WA 98122
The Salvation Army,Music,N,47.698257,-122.355942,9501 Greenwood Ave N Seattle WA 98103
CoCA Seattle,,,47.601179,-122.330057,114 3rd Ave S
AMC Pacific Place 11,Cinema,,47.61287415,-122.3352762,600 Pine St #400 Seattle WA 98101
American Music,Music,,47.66098,-122.349632,4450 Fremont Ave N Seattle WA 98103
Central Saloon,Music,,47.600586,-122.334579,207 1st Ave S Seattle WA 98104
Fluteworks Seattle,Music,N,47.678528,-122.316147,1029 NE 69th St Seattle WA 98115
Art Stall Gallery,Visual,,47.6094497,-122.3418366,97 Pike Pl Seattle WA 98101
Unicorn,Music,,47.614125,-122.317716,1118 E Pike St Seattle WA 98122
City of Seattle Loyal Hts,Multi-use,N,47.6846957,-122.3828419,2101 NW 77th St. Seattle WA 98117
SRG Gallery,Visual,,47.6080964,-122.3388114,110 Union St Suite 300 Seattle WA 98101
Frye Art Museum,Visual,Y,47.60718365,-122.3240443,704 Terry Ave Seattle WA 98104
Asian Resource Center,Community Center,,47.597923,-122.318398,1025 South King St. Seattle WA 98104
Queen Anne Community Center,Community Center,,47.635509,-122.359505,1901 1st Ave W Seattle WA 98119
Cornish College of the Arts- Main,Arts/Cultural Training or Education,,47.617963,-122.336148,1000 Lenora St Seattle WA 98121
Seattle Public Library Rainier Beach,Literary,Y,47.52135525,-122.2705023,9125 Rainier Ave S Seattle WA 98118
Garfield Community Center,Community Center,,47.60801,-122.302349,2323 E Cherry St Seattle WA 98122
ActivSpace North Seattle,Multi-use,N,47.7018484,-122.3023713,10015 Lake City Way NE Seattle WA 98125
Majestic Bay,Cinema,N,47.6688574,-122.3841041,2044 NW Market St Seattle WA 98107
Centro Cultural Mexicano,Visual,N,47.674294,-122.12212,7945 Gilman St Redmond, WA 98052
Jack Straw,Multi-use,Y,47.6593157,-122.3179173,4261 Roosevelt Way NE Seattle WA 98105
South Seattle Community College Olympic Hall,Multi-use,,47.547234,-122.351929,6000 16th Avenue SW Seattle WA 98106
Rosewood Guitar,Music,N,47.68998,-122.354958,8402 GREENWOOD AVE N SEATTLE WA 98103
RainierAvenueRadio.World,Studios,N,,,5262 Rainier Ave S
The National Archives at Seattle,Education,,47.673092,-122.26796,6125 Sand Point Way NE Seattle WA 98115
Pratt Fine Arts Center,Visual,N,47.6003,-122.30735,1902 S Main St Seattle WA 98144
Vespertine Noise,Music,N,47.557722,-122.284917,4904 Rainer Ave S Seattle WA 98118
Contactcreate,Visual,N,47.611258,-122.315128,928 13th Ave Seattle WA 98122
Linda Hodges Gallery,,,47.59946,-122.333792,316 1st Ave S
Seattle Public Library West Seattle,Literary,Y,47.5826992,-122.3847046,2306 42nd Ave SW Seattle WA 98116
Crybaby Studios,Music,N,,,1514 11th Ave
Klondike Gold Rush National Historic Park,Heritage,,47.599373,-122.331978,319 2nd Ave S Seattle WA 98104
South Seattle Community College Little Theatre,Performance,,47.5510384,-122.3518643,6000 16th Ave SW Seattle WA 98106
Alexander's Bead Bazaar,Service/Supply,,47.674446,-122.317734,6307 Roosevelt Way NE Seattle WA 98115
Art On The Ridge,Visual,,47.6871653,-122.3554887,8005 Greenwood Ave N Seattle WA 98103
Tooth & Nail Records,Studios,,,,
Studio Instrument Rentals, Inc.,Service/Supply,,47.651569,-122.341705,3631 Interlake Ave N Seattle, WA 98103
Gallery 110 in Tashiro Kaplan,Visual,Y,47.6012598,-122.330003,110 3rd Ave S Seattle WA 98104
SPLAB Seattle Poetics LAB,Literary,N,47.559143,-122.286751,4801 Rainier Ave S
University of Washington Health Sciences Library,Multi-use,N,47.649921,-122.306355,1959 NE Pacific St Room T-334 Seattle WA 98195
The Stranger,Service/Supply,,47.614554,-122.318207,1535 11th Ave (Third Floor) Seattle WA 98122
Rainier Beach Community Center,Community Center,,47.524445,-122.2705,8825 Rainier Ave S Seattle WA 98118
Shift Gallery,,,47.601005,-122.329617,312 S Washington St
Rainier Chapter House DAR,Multi-use,Y,47.62532335,-122.3220406,800 East Roy St Seattle WA 98102
Gallery Frames,Service/Supply,,47.602364,-122.334595,625 1st Ave #100 Seattle WA 98104
Arts West,Multi-use,Y,47.5607163,-122.3871398,4711 California Ave SW Seattle WA 98116
Bremelo Press,Service/Supply,,47.598796,-122.313501,1400 S. Jackson Place Seattle WA 98144
Full Tilt Ballard,Performance,Y,47.6679185,-122.3838941,5453 Leary Ave NWâ€Ž Seattle WA 98107
Davidson Galleries,Visual,Y,47.5995312,-122.3331168,313 Occidental Ave S Seattle WA 98104
Photographic Center Northwest,Visual,N,47.61056225,-122.3163719,900 12th Ave Seattle WA 98122
Filipino Community Center,Community Center,,47.550125,-122.287086,5740 Martin Luther King Jr Way Seattle WA 98118
All Pilgrims Christian Church,Multi-use,,47.62336,-122.320374,500 Broadway E Seattle WA 98102
Landmark Varsity Theatre,Cinema,,47.6607139,-122.3135097,4329 University Way NE Seattle WA 98105
Seattle Center Seattle Repertory Theatre at Leo K,Performance,Y,47.62384645,-122.3535963,155 Mercer St Seattle WA 98109
Kate Alkarni Gallery,Visual,Y,47.5514664,-122.3283134,5701 6th Ave S Atrium Suite 221 Seattle WA 98108
A Contemporary Theatre (ACT),Performance,Y,47.6108495,-122.3323316,700 Union St Seattle WA 98101
Makerhaus,Studios,,47.6534516,-122.3585927,122 NW 36th St Seattle WA 98107
Works Progress,Live/Work,N,47.6903817,-122.3573889,115 N 85th St #202 Seattle WA 98103
Jeffrey Moose Gallery,Visual,Y,47.6091917,-122.3345412,1333 5th Ave # 2 Seattle WA 98101
Arthur Murray Dance Studio,Arts/Cultural Training or Education,,47.6194127,-122.3583566,130 Western Ave W Seattle WA 98119
Queen Anne Book Company,Literary,,47.635185,-122.357361,1811 Queen Anne Avenue North Seattle WA 98109
Glasshouse Studio,,,47.599554,-122.333279,311 Occidental Ave S
Satori Lab in Inscape,Performance,Y,47.59511695,-122.3270859,815 Seattle Blvd S Seattle WA 98134
Tasty Gallery,Visual,N,47.683737,-122.3555197,7513 Greenwood Ave N Seattle WA 98103
Center for Wooden Boats Wallingford,Heritage,Y,47.64632043,-122.3381967,1475 N Northlake Place Seattle WA 98103
Showbox SODO,Performance,Y,47.5878916,-122.3339403,1700 1st Ave South Seattle WA 98134
New Orleans Creole Restaurant + Jazz Music (CLOSED),Music,,47.5965162,-122.3341906,114 First Ave S Seattle WA 98104
Art/Not Terminal Gallery,Visual,N,47.62198,-122.35166,305 Harrison St, Seattle, WA 98109
Milagros Mexican Folk Art Gallery,Visual,,47.609297,-122.341213,Pike Place Market 1530 Post Alley Seattle WA 98101
Hanson Scott Gallery,Performance,,47.6011373,-122.3295897,121 Prefontaine Pl S Seattle WA 98104
Electric Coffin Studio,Service/Supply,,47.66858144,-122.3907201,2629 NW Market St Seattle WA 98107
Washington Lawyers for the Arts,Arts/Cultural Administration or Advocacy,Y,47.604548,-122.329935,701 5th Ave. Suite 4100 Seattle WA 98104
The Dreaming Comics and Games,Literary,,47.667054,-122.313051,5226 University Way NE Seattle WA 98105
Cornish College of the Arts- Notion,Arts/Cultural Training or Education,,47.6178924,-122.3357243,1001 Lenora St Seattle WA 98121
Seattle's Performers LLC,Arts/Cultural Training or Education,N,47.6669041,-122.3127673,5214 University Way NE Seattle WA 98105
History House of Greater Seattle,Heritage,,47.649347,-122.348076,790 N 34th St Seattle WA 98103
Pegasus Book Exchange,Literary,,47.561455,-122.387177,4553 California Ave SW Seattle WA 98116
Barnes & Noble -Northgate,Literary,,47.7083148,-122.3281769,401 NE Northgate Way #1100 Seattle WA 98125
City Arts Magazine/Encore Media Group,Service/Supply,,47.690365,-122.352966,425 N. 85th St Seattle WA 98103
Seattle Public Library Columbia,Literary,Y,47.55990535,-122.2869601,4721 Rainier Ave S Seattle WA 98118
Stormy Muffin Studios,Studios,,47.600216,-122.334579,219 1st Avenue S #B1 Seattle WA 98104
Russian Community Center,Community Center,,47.625474,-122.30732,704 19th Ave E Seattle WA 98112
Couth Buzzard Books,Literary,,47.689507,-122.35495,8310 Greenwood Ave N Seattle WA 98103
Venue Ballard,Visual,N,47.667813,-122.384795,5408 22nd Ave NW Seattle WA 98107
KUOW Puget Sound Public Radio,Service/Supply,,47.661858,-122.31279,4518 University Way NE Suite 310 Seattle WA 98105
Comet Tavern,Music,,47.6142655,-122.3197336,922 E Pike St Seattle WA 98122
The Weaving Works,Service/Supply,N,47.676398,-122.31739,6514 Roosevelt Way NE Seattle WA 98115
Bookworm Exchange,Literary,,47.550287,-122.277273,5800 Rainier Ave S Seattle WA 98118
Seattle Public Library Madrona,Literary,Y,47.61269145,-122.2900131,1134 33rd Ave Seattle WA 98122
Early Music Guild,Music,Y,47.641225,-122.325897,2366 Eastlake Ave E #325 Seattle WA 98102
Frederick Holmes and Company,,,47.59954,-122.332688,309 Occidental Ave S
Taproot Theatre,Performance,Y,47.6908412,-122.3562513,204 N 85th St Seattle WA 98103
Leif Erikson Lodge Sons of Norway,Heritage,,47.669819,-122.386803,2245 NW 57th St Seattle WA 98107
BallardWorks LLC,Studios,N,47.6688915,-122.3954081,2856 NW Market St Seattle WA 98107
Southside Commons,Multi-use,N,47.558868,-122.287971,3518 S Edmunds St Seattle WA 98118
James Harris Gallery,,,47.602604,-122.33232,604 2nd Ave
Egg Studios/Popllama Products,Music,N,,,
ID/Chinatown Community Center,Community Center,,47.596419,-122.322446,719 8th Ave S Seattle WA 98104
Massive Monkees Studios,Performance,N,47.598602,-122.324135,664 S King St Seattle WA 98104
Ballard Academy of Music & Dance,Arts/Cultural Training or Education,,47.6869229,-122.3878221,2404 NW 80th St Seattle WA 98117
Prole Drift,Visual,,47.59985,-122.32669,523 S. Main St Seattle WA 98104
7 Point Studio and The Boro School,Visual,N,47.596252,-122.315567,1300 S Dearborn St Seattle WA 98144
Emeralda Works,Arts/Cultural Training or Education,N,47.627403,-122.347137,500 Aloha St #105 Seattle WA 98109
Southwest Seattle Historical Society,Heritage,N,47.577553,-122.41095,3003 61st Ave SW Seattle WA 98116-2810
Globe Gallery,,,47.59975,-122.333743,105 S Main St
Northwest Tap Connection,Arts/Cultural Training or Education,,47.5243382,-122.2695039,8732 Rainier Ave S Seattle WA 98118
University of Washington Jones Playhouse,Performance,N,47.6566657,-122.3135544,4045 University Way NE Seattle WA 98105
ARC Dance,Performance,N,47.6973909,-122.3736435,9250 14th Ave NW Seattle WA 98117
Seattle Eagle Tavern,Music,,47.614323,-122.327164,
Macabee Martial Arts Seattle,Arts/Cultural Training or Education,N,47.544225,-122.267717,5145 S Morgan St
Between Cultures Gallery,Visual,,47.69239,-122.31763,8809 Roosevelt Way NE Seattle WA 98115
School of Visual Concepts,Arts/Cultural Training or Education,N,47.6233866,-122.3432681,500 Aurora Ave N Seattle WA 98109
Music Center of Northwest,Music,N,47.6983998,-122.3470479,901 N 96th St Seattle WA 98103
Georgetown Merchants Association,Multi-use,N,47.548858,-122.31694,1201 S. Vale Seattle WA 98168
Frame Central/North West Framing Cloud Gallery,Visual,N,47.613902,-122.3203375,901 E Pike St Seattle WA 98122
Delridge Community Center & Hiawatha,Community Center,,47.579173,-122.386637,2700 California Ave SW Seattle WA 98116
Roq La Rue Gallery,Visual,,47.5974306,-122.3339422,532 1st Ave S. Seattle WA 98104
University of Washington Art Library,Arts/Cultural Training or Education,,47.65818,-122.306292,101 Art Building University of Washington Seattle WA 98195
University of Washington School of Music & Brechemin Auditorium,Arts/Cultural Training or Education,N,47.655335,-122.30352,University of Washington School of Music
  Music Building
  Box 353450
  Seattle WA 98195
Montlake Community Center,Community Center,,47.643753,-122.309258,1618 E Calhoun St Seattle WA 98112
The Josephine and Friends of NW 65th (CLOSED),Multi-use,N,47.6762165,-122.3638347,608 NW 65th St Seattle WA 98117
Juan Alonso Studio,Visual,,47.6004712,-122.333963,214 1st Ave S Suite B15 Seattle WA 98104
Neumos/Barboza,Music,Y,47.613959,-122.319574,925 E Pike St Seattle WA 98122
Seattle Center Fisher Pavilion,Multi-use,,47.62084,-122.352825,298 2nd Ave N Seattle WA 98109
Stitches,Service/Supply,,47.61407,-122.323097,711 East Pike St Seattle WA 98122
High Voltage Music Store,Service/Supply,,47.614338,-122.320107,910 E Pike St Seattle WA 98122
Union Cultural Center,Arts/Cultural Training or Education,,47.5982213,-122.322122,803 South King St Seattle WA 98104
Impress Cards and Crafts,Service/Supply,,47.6604,-122.280525,2621 NE Village Lane Seattle WA 98105
Pipsqueak,Visual,N,47.6034343,-122.3115241,173 16th Ave Seattle WA 98122
Parlor Live Seattle,Performance,,47.611415,-122.33477,1522 6th Ave Seattle WA 98101
The Market Theater,Performance,Y,47.6098589,-122.3417416,1428 Post Alley Seattle WA 98101
BJ Montoya Violin Studio,Arts/Cultural Training or Education,,,,
Sanctuary Art Center,Arts/Cultural Training or Education,N,47.6652885,-122.3104377,1604 NE 50th St Seattle WA 98105
Gray Sky Gallery,,,47.599459,-122.333795,320 1st Ave S
